embeddings	embedding_dimention	activation_function	epochs	pca	accuracy	precision	recall	f1_score
numberbatch	100	exponential	200	nopca	0.735731	0.833469	0.797656	0.815170
numberbatch	100	exponential	300	pca	0.756849	0.824962	0.846875	0.835775
numberbatch	100	exponential	300	nopca	0.748858	0.808370	0.860156	0.833460
numberbatch	100	exponential	400	pca	0.763699	0.828030	0.853906	0.840769
numberbatch	100	exponential	400	nopca	0.748288	0.796886	0.879687	0.836242
numberbatch	100	exponential	500	pca	0.764269	0.831169	0.850000	0.840479
numberbatch	100	exponential	500	nopca	0.751712	0.797745	0.884375	0.838829
numberbatch	200	tanh	50	pca	0.752283	0.808759	0.865625	0.836226
numberbatch	200	tanh	50	nopca	0.760274	0.850734	0.814844	0.832402
numberbatch	200	tanh	100	pca	0.736872	0.788177	0.875000	0.829322
numberbatch	200	tanh	100	nopca	0.761416	0.829008	0.848437	0.838610
numberbatch	200	tanh	200	pca	0.756849	0.819611	0.855469	0.837156
numberbatch	200	tanh	200	nopca	0.770548	0.796221	0.921875	0.854453
numberbatch	200	tanh	300	pca	0.775685	0.829740	0.871875	0.850286
numberbatch	200	tanh	300	nopca	0.779680	0.810848	0.910937	0.857984
numberbatch	200	tanh	400	pca	0.769406	0.819708	0.877344	0.847547
numberbatch	200	tanh	400	nopca	0.777397	0.826246	0.880469	0.852496
numberbatch	200	tanh	500	pca	0.739726	0.847973	0.784375	0.814935
numberbatch	200	tanh	500	nopca	0.751142	0.844209	0.808594	0.826018
numberbatch	200	relu	50	pca	0.769406	0.811966	0.890625	0.849478
numberbatch	200	relu	50	nopca	0.776256	0.828402	0.875000	0.851064
numberbatch	200	relu	100	pca	0.764269	0.842688	0.832812	0.837721
numberbatch	200	relu	100	nopca	0.743721	0.833735	0.810937	0.822178
numberbatch	200	relu	200	pca	0.759703	0.807445	0.881250	0.842734
numberbatch	200	relu	200	nopca	0.764840	0.811334	0.883594	0.845924
numberbatch	200	relu	300	pca	0.734589	0.809886	0.832031	0.820809
numberbatch	200	relu	300	nopca	0.752283	0.834652	0.824219	0.829403
numberbatch	200	relu	400	pca	0.760845	0.818182	0.864844	0.840866
numberbatch	200	relu	400	nopca	0.760274	0.821375	0.858594	0.839572
numberbatch	200	relu	500	pca	0.751142	0.842532	0.810937	0.826433
numberbatch	200	relu	500	nopca	0.752283	0.818524	0.849219	0.833589
numberbatch	200	sigmoid	50	pca	0.748288	0.814704	0.848437	0.831228
numberbatch	200	sigmoid	50	nopca	0.755137	0.823083	0.846875	0.834809
numberbatch	200	sigmoid	100	pca	0.753995	0.784708	0.914062	0.844460
numberbatch	200	sigmoid	100	nopca	0.763699	0.839874	0.835938	0.837901
numberbatch	200	sigmoid	200	pca	0.759703	0.824151	0.853125	0.838388
numberbatch	200	sigmoid	200	nopca	0.739155	0.816782	0.828906	0.822800
numberbatch	200	sigmoid	300	pca	0.740868	0.831994	0.808594	0.820127
numberbatch	200	sigmoid	300	nopca	0.761416	0.798890	0.900000	0.846436
numberbatch	200	sigmoid	400	pca	0.777397	0.825292	0.882031	0.852719
numberbatch	200	sigmoid	400	nopca	0.755708	0.815556	0.860156	0.837262
numberbatch	200	sigmoid	500	pca	0.760845	0.818653	0.864062	0.840745
numberbatch	200	sigmoid	500	nopca	0.748288	0.836407	0.814844	0.825485
numberbatch	200	exponential	50	pca	0.754566	0.811584	0.864844	0.837368
numberbatch	200	exponential	50	nopca	0.778539	0.813202	0.904687	0.856509
numberbatch	200	exponential	100	pca	0.711187	0.803768	0.800000	0.801879
numberbatch	200	exponential	100	nopca	0.736301	0.801622	0.849219	0.824734
numberbatch	200	exponential	200	pca	0.763128	0.827403	0.853906	0.840446
numberbatch	200	exponential	200	nopca	0.765411	0.847878	0.827344	0.837485
numberbatch	200	exponential	300	pca	0.749429	0.787031	0.900781	0.840073
numberbatch	200	exponential	300	nopca	0.752283	0.840032	0.816406	0.828051
numberbatch	200	exponential	400	pca	0.780822	0.822302	0.892969	0.856180
numberbatch	200	exponential	400	nopca	0.768265	0.838760	0.845313	0.842023
numberbatch	200	exponential	500	pca	0.771689	0.820233	0.880469	0.849284
numberbatch	200	exponential	500	nopca	0.753995	0.814678	0.858594	0.836059
numberbatch	300	tanh	50	pca	0.769977	0.821245	0.875781	0.847637
numberbatch	300	tanh	50	nopca	0.768836	0.834225	0.853125	0.843569
numberbatch	300	tanh	100	pca	0.762557	0.822870	0.860156	0.841100
numberbatch	300	tanh	100	nopca	0.768836	0.835764	0.850781	0.843206
numberbatch	300	tanh	200	pca	0.767694	0.852300	0.825000	0.838428
numberbatch	300	tanh	200	nopca	0.749429	0.857264	0.788281	0.821327
numberbatch	300	tanh	300	pca	0.757420	0.806892	0.878125	0.841003
numberbatch	300	tanh	300	nopca	0.735731	0.827586	0.806250	0.816779
numberbatch	300	tanh	400	pca	0.769977	0.839659	0.846875	0.843252
numberbatch	300	tanh	400	nopca	0.776256	0.849057	0.843750	0.846395
numberbatch	300	tanh	500	pca	0.759132	0.828988	0.844531	0.836687
numberbatch	300	tanh	500	nopca	0.780251	0.826881	0.884375	0.854662
numberbatch	300	relu	50	pca	0.776826	0.840092	0.857812	0.848860
numberbatch	300	relu	50	nopca	0.748288	0.800286	0.873437	0.835263
numberbatch	300	relu	100	pca	0.759703	0.832688	0.839844	0.836250
numberbatch	300	relu	100	nopca	0.734018	0.815015	0.822656	0.818818
numberbatch	300	relu	200	pca	0.763699	0.849194	0.822656	0.835714
numberbatch	300	relu	200	nopca	0.748858	0.815315	0.848437	0.831547
numberbatch	300	relu	300	pca	0.761416	0.829511	0.847656	0.838485
numberbatch	300	relu	300	nopca	0.763128	0.838155	0.837500	0.837827
numberbatch	300	relu	400	pca	0.767694	0.833971	0.851562	0.842675
numberbatch	300	relu	400	nopca	0.753995	0.811903	0.863281	0.836804
numberbatch	300	relu	500	pca	0.771119	0.828721	0.865625	0.846771
numberbatch	300	relu	500	nopca	0.761986	0.852245	0.815625	0.833533
numberbatch	300	sigmoid	50	pca	0.745434	0.816388	0.840625	0.828329
numberbatch	300	sigmoid	50	nopca	0.754566	0.841091	0.818750	0.829770
numberbatch	300	sigmoid	100	pca	0.759132	0.817778	0.862500	0.839544
numberbatch	300	sigmoid	100	nopca	0.734589	0.778157	0.890625	0.830601
numberbatch	300	sigmoid	200	pca	0.760845	0.830391	0.845313	0.837786
numberbatch	300	sigmoid	200	nopca	0.727169	0.823387	0.797656	0.810317
numberbatch	300	sigmoid	300	pca	0.782534	0.833210	0.878125	0.855078
numberbatch	300	sigmoid	300	nopca	0.776826	0.830483	0.872656	0.851048
numberbatch	300	sigmoid	400	pca	0.758562	0.814842	0.866406	0.839833
numberbatch	300	sigmoid	400	nopca	0.759132	0.811773	0.872656	0.841114
numberbatch	300	sigmoid	500	pca	0.746575	0.842062	0.803906	0.822542
numberbatch	300	sigmoid	500	nopca	0.753425	0.852745	0.800781	0.825947
numberbatch	300	exponential	50	pca	0.754566	0.815750	0.857812	0.836253
numberbatch	300	exponential	50	nopca	0.763128	0.838155	0.837500	0.837827
numberbatch	300	exponential	100	pca	0.772260	0.844949	0.842969	0.843958
numberbatch	300	exponential	100	nopca	0.772260	0.846033	0.841406	0.843713
numberbatch	300	exponential	200	pca	0.773402	0.830712	0.866406	0.848184
numberbatch	300	exponential	200	nopca	0.772260	0.829469	0.866406	0.847535
numberbatch	300	exponential	300	pca	0.751142	0.820182	0.844531	0.832179
numberbatch	300	exponential	300	nopca	0.748858	0.837621	0.814063	0.825674
numberbatch	300	exponential	400	pca	0.784817	0.855792	0.848437	0.852099
numberbatch	300	exponential	400	nopca	0.762557	0.817647	0.868750	0.842424
numberbatch	300	exponential	500	pca	0.743151	0.806499	0.853125	0.829157
numberbatch	300	exponential	500	nopca	0.751142	0.836523	0.819531	0.827940
